"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick"
2020-03-19,"ES","ESCM",2032863,NA,NA,NA,NA
2020-03-20,"ES","ESCM",2032863,NA,NA,NA,NA
2020-03-21,"ES","ESCM",2032863,NA,NA,NA,NA
2020-03-22,"ES","ESCM",2032863,0.0154761904761905,NA,NA,NA
2020-03-23,"ES","ESCM",2032863,0.0154761904761905,NA,NA,NA
2020-03-24,"ES","ESCM",2032863,0.0203252032520325,NA,NA,NA
2020-03-25,"ES","ESCM",2032863,0.0253164556962025,NA,NA,NA
2020-03-26,"ES","ESCM",2032863,0.0348432055749129,NA,NA,NA
2020-03-27,"ES","ESCM",2032863,0.0348432055749129,NA,NA,NA
2020-03-28,"ES","ESCM",2032863,0.0385756676557863,NA,NA,NA
2020-03-29,"ES","ESCM",2032863,0.0358065706902916,NA,NA,NA
2020-03-30,"ES","ESCM",2032863,0.0398695179412831,NA,NA,NA
2020-03-31,"ES","ESCM",2032863,0.0424874468906914,NA,NA,NA
2020-04-01,"ES","ESCM",2032863,0.0506838294448914,NA,NA,NA
2020-04-02,"ES","ESCM",2032863,0.051525144270404,NA,NA,NA
2020-04-03,"ES","ESCM",2032863,0.0596616206589492,NA,NA,NA
2020-04-04,"ES","ESCM",2032863,0.0615808823529412,NA,NA,NA
2020-04-05,"ES","ESCM",2032863,0.0644511581067472,NA,NA,NA
2020-04-06,"ES","ESCM",2032863,0.0648545541249404,NA,NA,NA
2020-04-07,"ES","ESCM",2032863,0.0601503759398496,NA,NA,NA
2020-04-08,"ES","ESCM",2032863,0.0669546436285097,NA,NA,NA
2020-04-09,"ES","ESCM",2032863,0.111384918679152,NA,NA,NA
2020-04-10,"ES","ESCM",2032863,0.113056528264132,NA,NA,NA
2020-04-11,"ES","ESCM",2032863,0.114877589453861,NA,NA,NA
2020-04-12,"ES","ESCM",2032863,0.107016658253407,NA,NA,NA
2020-04-13,"ES","ESCM",2032863,0.110305541170378,NA,NA,NA
2020-04-14,"ES","ESCM",2032863,0.102390852390852,NA,NA,NA
2020-04-15,"ES","ESCM",2032863,0.0971933471933472,NA,NA,NA
2020-04-16,"ES","ESCM",2032863,0.0942540322580645,NA,NA,NA
2020-04-17,"ES","ESCM",2032863,0.0851814516129032,NA,NA,NA
2020-04-18,"ES","ESCM",2032863,0.082906857727738,NA,NA,NA
2020-04-19,"ES","ESCM",2032863,0.082906857727738,NA,NA,NA
2020-04-20,"ES","ESCM",2032863,0.082906857727738,NA,NA,NA
2020-04-21,"ES","ESCM",2032863,0.082906857727738,NA,NA,NA
2020-04-22,"ES","ESCM",2032863,0.0803480040941658,NA,NA,NA
2020-04-23,"ES","ESCM",2032863,0.0797325102880658,NA,NA,NA
2020-04-24,"ES","ESCM",2032863,0.0808597748208802,NA,NA,NA
2020-04-25,"ES","ESCM",2032863,0.0808597748208802,NA,NA,NA
2020-04-26,"ES","ESCM",2032863,0.0770855332629356,NA,NA,NA
2020-04-27,"ES","ESCM",2032863,0.0770855332629356,NA,NA,NA
2020-04-28,"ES","ESCM",2032863,0.0770855332629356,NA,NA,NA
2020-04-29,"ES","ESCM",2032863,0.0799793601651187,NA,NA,NA
2020-04-30,"ES","ESCM",2032863,0.0852156057494867,NA,NA,NA
2020-05-01,"ES","ESCM",2032863,0.0837867247007617,NA,NA,NA
2020-05-02,"ES","ESCM",2032863,0.0843644544431946,NA,NA,NA
2020-05-03,"ES","ESCM",2032863,0.0847645429362881,NA,NA,NA
2020-05-04,"ES","ESCM",2032863,0.0847645429362881,NA,NA,NA
2020-05-05,"ES","ESCM",2032863,0.0847645429362881,NA,NA,NA
2020-05-06,"ES","ESCM",2032863,0.0847645429362881,NA,NA,NA
2020-05-07,"ES","ESCM",2032863,0.0813145890855385,0,NA,0
2020-05-08,"ES","ESCM",2032863,0.0822550842045821,NA,NA,NA
2020-05-09,"ES","ESCM",2032863,0.075094280818036,0,NA,0.00638069705093834
2020-05-10,"ES","ESCM",2032863,0.0828614897687396,0,NA,0.0191280653950954
2020-05-11,"ES","ESCM",2032863,0.075094280818036,0,NA,0.00638069705093834
2020-05-12,"ES","ESCM",2032863,0.075094280818036,0,NA,0.00638069705093834
2020-05-13,"ES","ESCM",2032863,0.0829033221046135,0,NA,0.0310704960835509
2020-05-14,"ES","ESCM",2032863,0.074230594557402,0,NA,0.00738692040140936
2020-05-15,"ES","ESCM",2032863,0.0619206710709723,0,NA,0.00406622336607674
2020-05-16,"ES","ESCM",2032863,0.0620615172567102,0,NA,0.00399303720038061
2020-05-17,"ES","ESCM",2032863,0.0619206710709723,0,NA,0.00406622336607674
2020-05-18,"ES","ESCM",2032863,0.0619206710709723,0,NA,0.00406622336607674
