"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"GA","Gabon","","","","",NA,"2020-02-15",0,-4,-1,0,4,1
"GA","Gabon","","","","",NA,"2020-02-16",-2,-5,-4,-2,0,1
"GA","Gabon","","","","",NA,"2020-02-17",-4,-8,-9,-1,0,1
"GA","Gabon","","","","",NA,"2020-02-18",-3,-5,-6,-2,4,1
"GA","Gabon","","","","",NA,"2020-02-19",-4,-9,-1,-5,2,2
"GA","Gabon","","","","",NA,"2020-02-20",-7,-6,-3,-5,3,1
"GA","Gabon","","","","",NA,"2020-02-21",-9,-11,-12,-11,0,4
"GA","Gabon","","","","",NA,"2020-02-22",-7,-9,-15,-8,3,3
"GA","Gabon","","","","",NA,"2020-02-23",-6,-9,-19,-5,2,2
"GA","Gabon","","","","",NA,"2020-02-24",-3,-9,-11,-5,2,2
"GA","Gabon","","","","",NA,"2020-02-25",-1,-5,-12,0,2,1
"GA","Gabon","","","","",NA,"2020-02-26",-7,-12,-14,-10,-2,4
"GA","Gabon","","","","",NA,"2020-02-27",3,1,-4,3,3,0
"GA","Gabon","","","","",NA,"2020-02-28",5,2,1,-1,6,0
"GA","Gabon","","","","",NA,"2020-02-29",1,2,-3,0,4,0
"GA","Gabon","","","","",NA,"2020-03-01",3,1,-4,-2,4,-1
"GA","Gabon","","","","",NA,"2020-03-02",2,2,-3,2,2,0
"GA","Gabon","","","","",NA,"2020-03-03",2,4,1,-3,4,1
"GA","Gabon","","","","",NA,"2020-03-04",-3,0,-6,-5,2,1
"GA","Gabon","","","","",NA,"2020-03-05",1,9,0,1,4,-1
"GA","Gabon","","","","",NA,"2020-03-06",2,7,-7,-1,7,-1
"GA","Gabon","","","","",NA,"2020-03-07",-16,-8,-8,-16,-3,5
"GA","Gabon","","","","",NA,"2020-03-08",6,9,-10,5,4,-1
"GA","Gabon","","","","",NA,"2020-03-09",-3,-1,-12,-5,-1,-2
"GA","Gabon","","","","",NA,"2020-03-10",-4,-3,-10,-4,-7,-3
"GA","Gabon","","","","",NA,"2020-03-11",-13,-8,-13,-13,-8,-1
"GA","Gabon","","","","",NA,"2020-03-12",-3,3,-6,0,-3,-4
"GA","Gabon","","","","",NA,"2020-03-13",-2,4,-7,-8,5,0
"GA","Gabon","","","","",NA,"2020-03-14",-9,-4,-10,-9,-2,1
"GA","Gabon","","","","",NA,"2020-03-15",-12,-4,-11,-14,-2,4
"GA","Gabon","","","","",NA,"2020-03-16",-7,-4,-9,-12,-9,6
"GA","Gabon","","","","",NA,"2020-03-17",-13,-6,-3,-15,-10,6
"GA","Gabon","","","","",NA,"2020-03-18",-16,-7,-6,-18,-11,8
"GA","Gabon","","","","",NA,"2020-03-19",-19,-7,-4,-22,-12,9
"GA","Gabon","","","","",NA,"2020-03-20",-21,-7,-12,-26,-10,11
"GA","Gabon","","","","",NA,"2020-03-21",-30,-16,-24,-38,-18,13
"GA","Gabon","","","","",NA,"2020-03-22",-43,-27,-32,-51,-19,15
"GA","Gabon","","","","",NA,"2020-03-23",-35,-27,-24,-43,-25,17
"GA","Gabon","","","","",NA,"2020-03-24",-38,-27,-21,-42,-28,17
"GA","Gabon","","","","",NA,"2020-03-25",-32,-21,-20,-41,-28,15
"GA","Gabon","","","","",NA,"2020-03-26",-30,-16,-13,-40,-28,16
