"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"ZM","Zambia","","","","",NA,"2020-02-15",-1,-4,-5,-5,7,4
"ZM","Zambia","","","","",NA,"2020-02-16",-4,-4,-6,-7,2,3
"ZM","Zambia","","","","",NA,"2020-02-17",-8,-10,-4,-8,8,3
"ZM","Zambia","","","","",NA,"2020-02-18",-6,-7,0,-4,6,2
"ZM","Zambia","","","","",NA,"2020-02-19",-8,-11,0,-7,4,3
"ZM","Zambia","","","","",NA,"2020-02-20",-10,-15,-5,-8,1,3
"ZM","Zambia","","","","",NA,"2020-02-21",-9,-12,2,-11,6,2
"ZM","Zambia","","","","",NA,"2020-02-22",-3,-7,1,-9,5,3
"ZM","Zambia","","","","",NA,"2020-02-23",-6,-9,-3,-11,0,3
"ZM","Zambia","","","","",NA,"2020-02-24",-10,-13,-4,-11,5,4
"ZM","Zambia","","","","",NA,"2020-02-25",-6,-8,-1,-7,5,3
"ZM","Zambia","","","","",NA,"2020-02-26",-4,-6,2,-6,6,2
"ZM","Zambia","","","","",NA,"2020-02-27",2,-2,-2,-2,6,1
"ZM","Zambia","","","","",NA,"2020-02-28",2,-1,1,-4,8,2
"ZM","Zambia","","","","",NA,"2020-02-29",14,9,3,2,7,1
"ZM","Zambia","","","","",NA,"2020-03-01",13,8,2,0,7,1
"ZM","Zambia","","","","",NA,"2020-03-02",6,6,0,0,10,1
"ZM","Zambia","","","","",NA,"2020-03-03",5,4,4,3,10,2
"ZM","Zambia","","","","",NA,"2020-03-04",6,4,4,1,9,2
"ZM","Zambia","","","","",NA,"2020-03-05",7,6,7,5,10,0
"ZM","Zambia","","","","",NA,"2020-03-06",7,3,8,3,12,1
"ZM","Zambia","","","","",NA,"2020-03-07",12,6,10,4,10,1
"ZM","Zambia","","","","",NA,"2020-03-08",11,4,13,3,12,0
"ZM","Zambia","","","","",NA,"2020-03-09",1,-5,11,-5,-44,12
"ZM","Zambia","","","","",NA,"2020-03-10",0,-1,8,1,10,1
"ZM","Zambia","","","","",NA,"2020-03-11",5,0,10,1,8,0
"ZM","Zambia","","","","",NA,"2020-03-12",-2,-4,7,-5,-43,11
"ZM","Zambia","","","","",NA,"2020-03-13",-3,-5,5,-6,9,2
"ZM","Zambia","","","","",NA,"2020-03-14",0,-6,6,-7,9,2
"ZM","Zambia","","","","",NA,"2020-03-15",-4,-6,1,-9,7,2
"ZM","Zambia","","","","",NA,"2020-03-16",-7,-7,-2,-10,8,2
"ZM","Zambia","","","","",NA,"2020-03-17",-5,-4,0,-9,8,1
"ZM","Zambia","","","","",NA,"2020-03-18",-3,-3,0,-8,8,3
"ZM","Zambia","","","","",NA,"2020-03-19",-2,0,-4,-5,5,2
"ZM","Zambia","","","","",NA,"2020-03-20",-4,-3,0,-4,5,2
"ZM","Zambia","","","","",NA,"2020-03-21",-6,-6,-4,-10,4,5
"ZM","Zambia","","","","",NA,"2020-03-22",-12,-9,-8,-15,1,6
"ZM","Zambia","","","","",NA,"2020-03-23",-8,-6,-3,-12,-2,5
"ZM","Zambia","","","","",NA,"2020-03-24",-5,-2,-7,-9,-4,5
"ZM","Zambia","","","","",NA,"2020-03-25",-5,0,-8,-10,-5,5
"ZM","Zambia","","","","",NA,"2020-03-26",-7,2,-8,-9,-8,6
"ZM","Zambia","","","","",NA,"2020-03-27",-16,-6,-6,-17,-8,9
"ZM","Zambia","","","","",NA,"2020-03-28",-14,-1,-5,-17,0,9
"ZM","Zambia","","","","",NA,"2020-03-29",-21,-8,-6,-24,0,10
