"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"IN","India","","","","",NA,"2020-07-03",-57,0,-49,-39,-33,16
"IN","India","","","","",NA,"2020-07-04",-59,-5,-53,-40,-26,14
"IN","India","","","","",NA,"2020-07-05",-68,-23,-57,-48,-20,14
"IN","India","","","","",NA,"2020-07-06",-56,-1,-49,-40,-33,15
"IN","India","","","","",NA,"2020-07-07",-56,-2,-48,-39,-35,15
"IN","India","","","","",NA,"2020-07-08",-56,-3,-50,-39,-32,15
"IN","India","","","","",NA,"2020-07-09",-57,-4,-49,-40,-33,15
"IN","India","","","","",NA,"2020-07-10",-57,-1,-50,-39,-33,16
"IN","India","","","","",NA,"2020-07-11",-61,-12,-54,-43,-32,16
"IN","India","","","","",NA,"2020-07-12",-71,-30,-58,-51,-22,15
"IN","India","","","","",NA,"2020-07-13",-55,0,-49,-40,-33,15
"IN","India","","","","",NA,"2020-07-14",-58,-5,-49,-41,-36,16
"IN","India","","","","",NA,"2020-07-15",-59,-9,-51,-41,-34,17
"IN","India","","","","",NA,"2020-07-16",-59,-10,-50,-42,-35,17
"IN","India","","","","",NA,"2020-07-17",-59,-7,-50,-41,-34,17
"IN","India","","","","",NA,"2020-07-18",-64,-18,-54,-44,-30,17
"IN","India","","","","",NA,"2020-07-19",-71,-32,-58,-51,-23,15
"IN","India","","","","",NA,"2020-07-20",-58,-9,-50,-43,-36,17
"IN","India","","","","",NA,"2020-07-21",-59,-11,-50,-42,-37,17
"IN","India","","","","",NA,"2020-07-22",-57,-6,-51,-39,-33,16
"IN","India","","","","",NA,"2020-07-23",-59,-13,-51,-43,-36,17
"IN","India","","","","",NA,"2020-07-24",-57,-4,-48,-39,-32,16
"IN","India","","","","",NA,"2020-07-25",-64,-21,-54,-45,-33,18
"IN","India","","","","",NA,"2020-07-26",-70,-31,-57,-49,-22,15
"IN","India","","","","",NA,"2020-07-27",-56,-6,-48,-39,-33,16
"IN","India","","","","",NA,"2020-07-28",-57,-9,-49,-39,-35,16
"IN","India","","","","",NA,"2020-07-29",-57,-10,-51,-40,-35,16
"IN","India","","","","",NA,"2020-07-30",-54,-1,-47,-37,-33,15
"IN","India","","","","",NA,"2020-07-31",-54,0,-47,-37,-34,16
"IN","India","","","","",NA,"2020-08-01",-59,-13,-51,-41,-36,16
"IN","India","","","","",NA,"2020-08-02",-61,-16,-54,-42,-19,12
"IN","India","","","","",NA,"2020-08-03",-55,-6,-45,-39,-47,15
"IN","India","","","","",NA,"2020-08-04",-55,-8,-48,-39,-36,14
"IN","India","","","","",NA,"2020-08-05",-54,-18,-56,-43,-34,15
"IN","India","","","","",NA,"2020-08-06",-51,-11,-53,-39,-32,14
"IN","India","","","","",NA,"2020-08-07",-50,-5,-51,-37,-29,12
"IN","India","","","","",NA,"2020-08-08",-56,-19,-57,-43,-29,14
"IN","India","","","","",NA,"2020-08-09",-62,-29,-59,-45,-15,11
"IN","India","","","","",NA,"2020-08-10",-46,-2,-51,-36,-30,12
"IN","India","","","","",NA,"2020-08-11",-48,-6,-51,-37,-34,13
"IN","India","","","","",NA,"2020-08-12",-49,-10,-53,-39,-36,15
"IN","India","","","","",NA,"2020-08-13",-50,-12,-52,-39,-32,14
"IN","India","","","","",NA,"2020-08-14",-47,-4,-51,-35,-29,13
"IN","India","","","","",NA,"2020-08-15",-56,-20,-55,-43,-42,16
"IN","India","","","","",NA,"2020-08-16",-61,-28,-59,-45,-15,11
"IN","India","","","","",NA,"2020-08-17",-46,-4,-50,-35,-28,12
"IN","India","","","","",NA,"2020-08-18",-47,-5,-49,-35,-29,12
"IN","India","","","","",NA,"2020-08-19",-47,-5,-51,-34,-28,13
"IN","India","","","","",NA,"2020-08-20",-49,-10,-52,-37,-31,13
"IN","India","","","","",NA,"2020-08-21",-47,-2,-51,-34,-30,14
"IN","India","","","","",NA,"2020-08-22",-56,-19,-55,-40,-34,15
"IN","India","","","","",NA,"2020-08-23",-61,-29,-57,-43,-14,11
"IN","India","","","","",NA,"2020-08-24",-45,-2,-48,-33,-28,12
"IN","India","","","","",NA,"2020-08-25",-45,-4,-48,-33,-29,12
"IN","India","","","","",NA,"2020-08-26",-46,-4,-50,-32,-26,12
"IN","India","","","","",NA,"2020-08-27",-48,-10,-49,-36,-29,13
"IN","India","","","","",NA,"2020-08-28",-46,-3,-48,-33,-27,13
"IN","India","","","","",NA,"2020-08-29",-52,-13,-52,-36,-22,12
"IN","India","","","","",NA,"2020-08-30",-58,-24,-54,-40,-12,11
"IN","India","","","","",NA,"2020-08-31",-45,-7,-47,-35,-31,13
"IN","India","","","","",NA,"2020-09-01",-44,-3,-45,-32,-32,12
"IN","India","","","","",NA,"2020-09-02",-44,-3,-48,-31,-27,12
"IN","India","","","","",NA,"2020-09-03",-44,-4,-47,-33,-28,13
"IN","India","","","","",NA,"2020-09-04",-43,0,-47,-31,-27,13
"IN","India","","","","",NA,"2020-09-05",-46,-5,-49,-31,-18,11
"IN","India","","","","",NA,"2020-09-06",-51,-14,-51,-33,-11,10
"IN","India","","","","",NA,"2020-09-07",-43,-5,-47,-34,-30,13
"IN","India","","","","",NA,"2020-09-08",-42,1,-44,-29,-29,11
"IN","India","","","","",NA,"2020-09-09",-43,-2,-46,-29,-26,12
"IN","India","","","","",NA,"2020-09-10",-43,-3,-45,-30,-28,12
"IN","India","","","","",NA,"2020-09-11",-43,-8,-47,-34,-30,14
"IN","India","","","","",NA,"2020-09-12",-42,-6,-48,-31,-23,12
"IN","India","","","","",NA,"2020-09-13",-46,-13,-49,-31,-9,10
"IN","India","","","","",NA,"2020-09-14",-38,-3,-44,-31,-26,13
"IN","India","","","","",NA,"2020-09-15",-39,-3,-44,-30,-28,13
"IN","India","","","","",NA,"2020-09-16",-38,-1,-45,-28,-25,13
"IN","India","","","","",NA,"2020-09-17",-39,-10,-45,-34,-30,15
"IN","India","","","","",NA,"2020-09-18",-38,-3,-45,-31,-26,15
"IN","India","","","","",NA,"2020-09-19",-40,-7,-47,-30,-17,13
"IN","India","","","","",NA,"2020-09-20",-44,-13,-48,-31,-6,11
"IN","India","","","","",NA,"2020-09-21",-36,-5,-43,-31,-27,14
"IN","India","","","","",NA,"2020-09-22",-39,-4,-42,-29,-28,15
"IN","India","","","","",NA,"2020-09-23",-41,-5,-44,-28,-27,16
"IN","India","","","","",NA,"2020-09-24",-41,-5,-42,-28,-27,17
"IN","India","","","","",NA,"2020-09-25",-43,-5,-44,-29,-27,18
"IN","India","","","","",NA,"2020-09-26",-43,-5,-44,-27,-19,16
"IN","India","","","","",NA,"2020-09-27",-45,-10,-42,-25,-7,13
"IN","India","","","","",NA,"2020-09-28",-40,-2,-41,-28,-26,17
"IN","India","","","","",NA,"2020-09-29",-40,-2,-41,-26,-28,16
"IN","India","","","","",NA,"2020-09-30",-39,1,-45,-24,-27,14
"IN","India","","","","",NA,"2020-10-01",-39,2,-46,-24,-29,12
"IN","India","","","","",NA,"2020-10-02",-38,7,-44,-28,-47,16
"IN","India","","","","",NA,"2020-10-03",-40,1,-47,-24,-21,10
"IN","India","","","","",NA,"2020-10-04",-43,-4,-45,-23,-13,8
"IN","India","","","","",NA,"2020-10-05",-36,4,-44,-24,-29,11
"IN","India","","","","",NA,"2020-10-06",-36,4,-44,-23,-30,11
"IN","India","","","","",NA,"2020-10-07",-36,6,-45,-22,-26,11
"IN","India","","","","",NA,"2020-10-08",-36,5,-44,-24,-26,12
"IN","India","","","","",NA,"2020-10-09",-35,7,-43,-24,-24,13
"IN","India","","","","",NA,"2020-10-10",-38,2,-45,-25,-20,13
"IN","India","","","","",NA,"2020-10-11",-40,-2,-43,-23,-7,10
"IN","India","","","","",NA,"2020-10-12",-34,5,-42,-24,-25,13
"IN","India","","","","",NA,"2020-10-13",-35,4,-42,-24,-27,14
"IN","India","","","","",NA,"2020-10-14",-33,8,-43,-22,-24,13
"IN","India","","","","",NA,"2020-10-15",-32,9,-42,-21,-25,14
"IN","India","","","","",NA,"2020-10-16",-31,18,-41,-19,-23,14
"IN","India","","","","",NA,"2020-10-17",-36,8,-44,-20,-15,13
"IN","India","","","","",NA,"2020-10-18",-36,2,-41,-18,-4,10
"IN","India","","","","",NA,"2020-10-19",-31,10,-39,-20,-24,14
"IN","India","","","","",NA,"2020-10-20",-32,8,-40,-20,-26,13
"IN","India","","","","",NA,"2020-10-21",-29,11,-41,-18,-23,12
"IN","India","","","","",NA,"2020-10-22",-29,11,-39,-18,-25,11
"IN","India","","","","",NA,"2020-10-23",-28,18,-38,-16,-27,11
"IN","India","","","","",NA,"2020-10-24",-31,12,-38,-16,-24,10
"IN","India","","","","",NA,"2020-10-25",-34,3,-37,-15,-10,7
"IN","India","","","","",NA,"2020-10-26",-29,8,-34,-21,-37,11
"IN","India","","","","",NA,"2020-10-27",-29,9,-37,-18,-29,10
"IN","India","","","","",NA,"2020-10-28",-29,9,-40,-17,-25,10
"IN","India","","","","",NA,"2020-10-29",-29,7,-39,-19,-27,10
"IN","India","","","","",NA,"2020-10-30",-30,11,-40,-21,-32,13
"IN","India","","","","",NA,"2020-10-31",-34,3,-41,-21,-17,10
"IN","India","","","","",NA,"2020-11-01",-33,3,-39,-16,-5,8
"IN","India","","","","",NA,"2020-11-02",-28,10,-38,-19,-24,11
"IN","India","","","","",NA,"2020-11-03",-26,13,-37,-18,-27,11
"IN","India","","","","",NA,"2020-11-04",-28,10,-40,-19,-24,12
"IN","India","","","","",NA,"2020-11-05",-29,8,-38,-21,-24,11
"IN","India","","","","",NA,"2020-11-06",-29,12,-38,-20,-23,11
"IN","India","","","","",NA,"2020-11-07",-29,10,-38,-18,-13,10
"IN","India","","","","",NA,"2020-11-08",-29,8,-36,-15,-2,8
"IN","India","","","","",NA,"2020-11-09",-26,13,-36,-20,-24,11
"IN","India","","","","",NA,"2020-11-10",-24,15,-35,-18,-26,11
"IN","India","","","","",NA,"2020-11-11",-22,20,-36,-14,-22,10
"IN","India","","","","",NA,"2020-11-12",-18,28,-33,-12,-24,9
"IN","India","","","","",NA,"2020-11-13",-15,40,-31,-8,-29,10
"IN","India","","","","",NA,"2020-11-14",-34,11,-37,-23,-44,16
"IN","India","","","","",NA,"2020-11-15",-39,-9,-36,-23,-24,10
"IN","India","","","","",NA,"2020-11-16",-30,3,-29,-22,-48,12
"IN","India","","","","",NA,"2020-11-17",-28,9,-30,-17,-35,9
"IN","India","","","","",NA,"2020-11-18",-27,11,-32,-15,-29,9
"IN","India","","","","",NA,"2020-11-19",-27,11,-31,-16,-28,10
"IN","India","","","","",NA,"2020-11-20",-28,13,-31,-17,-29,11
"IN","India","","","","",NA,"2020-11-21",-31,6,-33,-17,-19,9
"IN","India","","","","",NA,"2020-11-22",-32,3,-32,-14,-9,7
"IN","India","","","","",NA,"2020-11-23",-27,11,-32,-18,-26,10
"IN","India","","","","",NA,"2020-11-24",-27,11,-32,-17,-28,10
"IN","India","","","","",NA,"2020-11-25",-28,9,-34,-17,-28,10
"IN","India","","","","",NA,"2020-11-26",-33,0,-35,-23,-31,12
"IN","India","","","","",NA,"2020-11-27",-29,11,-33,-18,-26,10
"IN","India","","","","",NA,"2020-11-28",-29,9,-34,-17,-17,9
"IN","India","","","","",NA,"2020-11-29",-31,4,-31,-14,-6,7
"IN","India","","","","",NA,"2020-11-30",-27,9,-29,-20,-34,11
"IN","India","","","","",NA,"2020-12-01",-26,11,-28,-15,-28,9
"IN","India","","","","",NA,"2020-12-02",-27,11,-21,-16,-22,9
"IN","India","","","","",NA,"2020-12-03",-28,8,-21,-19,-23,11
"IN","India","","","","",NA,"2020-12-04",-28,12,-21,-18,-22,11
"IN","India","","","","",NA,"2020-12-05",-29,9,-22,-16,-12,8
"IN","India","","","","",NA,"2020-12-06",-30,5,-16,-12,-6,6
"IN","India","","","","",NA,"2020-12-07",-26,10,-16,-16,-25,8
"IN","India","","","","",NA,"2020-12-08",-34,-3,-22,-25,-29,12
"IN","India","","","","",NA,"2020-12-09",-25,12,-17,-9,-22,8
"IN","India","","","","",NA,"2020-12-10",-26,10,-15,-8,-23,10
"IN","India","","","","",NA,"2020-12-11",-28,12,-17,-9,-22,12
"IN","India","","","","",NA,"2020-12-12",-31,8,-20,-11,-16,11
"IN","India","","","","",NA,"2020-12-13",-31,4,-14,-6,-2,9
"IN","India","","","","",NA,"2020-12-14",-29,8,-18,-13,-21,12
"IN","India","","","","",NA,"2020-12-15",-27,11,-16,-9,-21,12
"IN","India","","","","",NA,"2020-12-16",-27,11,-20,-9,-18,12
"IN","India","","","","",NA,"2020-12-17",-28,9,-19,-11,-19,13
"IN","India","","","","",NA,"2020-12-18",-28,13,-19,-10,-18,13
"IN","India","","","","",NA,"2020-12-19",-30,9,-20,-9,-8,11
"IN","India","","","","",NA,"2020-12-20",-30,5,-13,-5,0,9
"IN","India","","","","",NA,"2020-12-21",-27,11,-16,-11,-18,12
"IN","India","","","","",NA,"2020-12-22",-27,9,-17,-10,-21,12
"IN","India","","","","",NA,"2020-12-23",-25,13,-19,-7,-16,12
"IN","India","","","","",NA,"2020-12-24",-24,15,-15,-5,-19,11
"IN","India","","","","",NA,"2020-12-25",-22,16,-8,-10,-36,15
"IN","India","","","","",NA,"2020-12-26",-31,5,-16,-11,-14,12
"IN","India","","","","",NA,"2020-12-27",-31,0,-10,-4,0,8
"IN","India","","","","",NA,"2020-12-28",-26,10,-14,-9,-19,12
"IN","India","","","","",NA,"2020-12-29",-27,9,-15,-9,-21,12
"IN","India","","","","",NA,"2020-12-30",-25,12,-17,-7,-17,12
"IN","India","","","","",NA,"2020-12-31",-18,21,-12,-4,-18,11
"IN","India","","","","",NA,"2021-01-01",-23,11,-6,-11,-29,14
"IN","India","","","","",NA,"2021-01-02",-31,7,-19,-10,-8,11
"IN","India","","","","",NA,"2021-01-03",-32,1,-13,-5,0,10
"IN","India","","","","",NA,"2021-01-04",-28,9,-17,-9,-16,12
"IN","India","","","","",NA,"2021-01-05",-29,7,-18,-10,-19,12
"IN","India","","","","",NA,"2021-01-06",-26,11,-16,-8,-14,12
"IN","India","","","","",NA,"2021-01-07",-25,12,-13,-9,-15,12
"IN","India","","","","",NA,"2021-01-08",-25,15,-13,-9,-14,12
"IN","India","","","","",NA,"2021-01-09",-27,11,-14,-10,-10,10
"IN","India","","","","",NA,"2021-01-10",-26,8,-7,-6,3,8
"IN","India","","","","",NA,"2021-01-11",-24,14,-10,-11,-16,11
"IN","India","","","","",NA,"2021-01-12",-24,14,-10,-10,-19,11
"IN","India","","","","",NA,"2021-01-13",-24,16,-15,-9,-20,10
"IN","India","","","","",NA,"2021-01-14",-33,-5,-14,-24,-41,13
"IN","India","","","","",NA,"2021-01-15",-33,-1,-17,-23,-32,11
"IN","India","","","","",NA,"2021-01-16",-33,-3,-19,-20,-19,8
"IN","India","","","","",NA,"2021-01-17",-32,-5,-14,-14,-9,6
"IN","India","","","","",NA,"2021-01-18",-28,4,-15,-17,-22,10
"IN","India","","","","",NA,"2021-01-19",-28,3,-15,-18,-23,10
