"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-02-15",-3,-1,13,1,-4,0
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-02-16",-17,-11,-58,-20,-8,2
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-02-17",-6,-4,-26,-6,-1,1
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-02-18",0,1,14,-2,0,1
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-02-19",5,3,34,1,0,0
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-02-20",-1,0,-18,-5,-1,1
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-02-21",4,1,8,1,-1,1
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-02-22",0,0,-6,-4,-1,1
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-02-23",1,-2,-26,-6,1,1
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-02-24",1,1,14,3,2,0
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-02-25",3,4,-8,1,2,1
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-02-26",5,3,-1,-2,1,0
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-02-27",7,7,19,3,2,0
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-02-28",5,3,5,3,1,0
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-02-29",7,3,-4,4,2,0
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-03-01",-3,-3,-43,-9,-1,1
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-03-02",2,3,8,-2,0,1
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-03-03",2,3,15,-2,1,0
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-03-04",0,1,0,-5,1,1
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-03-05",0,3,18,-3,1,1
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-03-06",2,1,19,-1,1,1
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-03-07",4,6,65,6,2,0
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-03-08",-5,-6,-42,-15,-2,1
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-03-09",-3,1,-4,-5,-1,2
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-03-10",-5,-1,-2,-6,1,1
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-03-11",-4,5,15,-8,0,2
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-03-12",-13,11,-25,-17,-3,4
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-03-13",-15,9,-9,-21,-8,6
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-03-14",-19,11,104,-12,-5,3
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-03-15",-31,-6,-51,-38,-10,6
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-03-16",-19,5,11,-23,-14,8
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-03-17",-25,1,6,-30,-18,10
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-03-18",-27,-4,11,-36,-25,12
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-03-19",-24,-2,39,-35,-26,12
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-03-20",-23,-5,34,-34,-26,12
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-03-21",-27,-4,136,-23,-11,5
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-03-22",-27,-9,48,-31,-13,5
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-03-23",-24,-8,3,-37,-25,11
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-03-24",-24,-7,37,-36,-25,11
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-03-25",-18,0,29,-36,-26,11
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-03-26",-18,-1,67,-33,-28,12
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-03-27",-17,-4,68,-32,-29,12
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-03-28",-24,-4,96,-27,-14,6
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-03-29",-24,-9,38,-34,-18,6
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-03-30",-17,-6,27,-35,-28,11
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-03-31",-19,-6,49,-35,-28,11
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-04-01",-20,-4,42,-37,-28,11
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-04-02",-27,-7,-10,-43,-30,14
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-04-03",-22,-5,32,-37,-30,13
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-04-04",-29,-6,90,-32,-14,6
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-04-05",-23,-8,75,-32,-18,5
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-04-06",-8,0,129,-31,-37,11
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-04-07",-7,5,131,-33,-37,11
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-04-08",-6,9,89,-36,-38,11
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-04-09",1,21,125,-33,-45,12
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-04-10",-43,-19,191,-49,-81,22
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-04-11",-45,-16,67,-41,-24,7
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-04-12",-36,-18,21,-45,-25,6
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-04-13",-35,-19,79,-57,-83,24
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-04-14",-16,-5,70,-35,-29,11
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-04-15",-19,-5,53,-37,-29,12
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-04-16",-17,0,92,-33,-28,11
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-04-17",-16,-2,97,-32,-30,11
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-04-18",-25,-5,166,-21,-10,5
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-04-19",-20,-8,115,-25,-11,4
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-04-20",-8,-1,114,-28,-26,9
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-04-21",-9,-2,198,-25,-24,8
"SE","Sweden","Västra Götaland County","","","SE_O",NA,"2020-04-22",-11,-3,175,-28,-25,8
