"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-04-07",-64,-5,22,-37,-45,18
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-04-08",-64,3,13,-38,-44,17
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-04-09",-54,20,18,-35,-47,15
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-04-10",-75,-26,46,-53,-80,28
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-04-11",-66,4,41,-31,-28,7
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-04-12",-60,5,48,-26,-23,5
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-04-13",-89,-91,-9,-68,-87,31
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-04-14",-65,-3,-35,-43,-41,18
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-04-15",-63,-9,-7,-37,-40,18
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-04-16",-57,-8,33,-36,-40,16
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-04-17",-57,-1,35,-35,-39,16
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-04-18",-58,-2,67,-22,-14,5
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-04-19",-65,-10,-25,-44,-23,8
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-04-20",-55,-8,20,-35,-38,16
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-04-21",-54,-7,39,-34,-38,16
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-04-22",-55,-7,35,-35,-37,15
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-04-23",-55,-4,36,-34,-38,15
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-04-24",-55,0,44,-33,-37,15
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-04-25",-60,-2,37,-27,-14,6
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-04-26",-51,-3,51,-21,-13,3
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-04-27",-46,-5,42,-29,-35,13
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-04-28",-44,-2,72,-24,-35,11
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-04-29",-50,4,-1,-32,-35,15
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-04-30",-40,18,50,-25,-36,10
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-05-01",-66,-30,60,-50,-78,25
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-05-02",-52,1,58,-26,-17,5
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-05-03",-48,0,21,-28,-13,3
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-05-04",-43,-3,38,-27,-31,12
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-05-05",-44,-1,35,-27,-32,12
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-05-06",-45,7,16,-26,-31,13
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-05-07",-31,34,52,-19,-33,8
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-05-08",-68,-80,134,-41,-77,21
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-05-09",-37,25,112,-11,-8,0
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-05-10",-34,16,48,-14,1,-1
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-05-11",-27,5,18,-20,-25,10
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-05-12",-29,10,29,-17,-26,11
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-05-13",-38,4,-18,-25,-25,12
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-05-14",-37,1,-55,-13,-26,10
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-05-15",-42,3,-66,-18,-27,13
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-05-16",-26,0,-16,13,7,1
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-05-17",-11,1,-16,15,8,-1
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-05-18",-24,-4,-34,1,-22,8
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-05-19",-22,-3,-25,2,-23,7
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-05-20",-18,3,2,-4,-23,8
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-05-21",-19,4,-4,-5,-24,8
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-05-22",-20,5,5,-4,-24,7
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-05-23",-40,3,-53,-26,-5,6
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-05-24",-17,5,-17,-3,6,1
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-05-25",-16,-1,-31,-6,-20,8
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-05-26",-15,0,-28,-6,-19,8
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-05-27",-9,0,2,1,-18,6
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-05-28",-19,3,-39,-10,-20,8
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-05-29",-13,5,-10,-1,-19,6
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-05-30",-14,0,14,9,12,-1
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-05-31",-20,3,-57,-18,5,2
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-06-01",-4,3,7,4,-16,5
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-06-02",-7,0,2,3,-16,5
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-06-03",-6,1,7,5,-16,5
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-06-04",-9,2,-2,1,-17,5
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-06-05",-12,8,-21,-8,-19,7
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-06-06",-3,0,60,14,12,-3
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-06-07",3,7,4,3,11,-2
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-06-08",-7,4,-12,-1,-18,6
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-06-09",-1,4,20,4,-17,4
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-06-10",-9,5,-34,-7,-18,7
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-06-11",5,9,36,3,-17,4
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-06-12",3,10,68,6,-17,2
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-06-13",-1,2,82,13,13,-4
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-06-14",6,10,1,2,13,-3
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-06-15",4,6,41,5,-17,4
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-06-16",8,9,57,11,-16,3
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-06-17",5,7,41,8,-17,3
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-06-18",-3,8,-2,-4,-19,5
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-06-19",-1,10,15,1,-20,4
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-06-20",-3,7,2,-1,5,0
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-06-21",6,10,-7,3,11,-1
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-06-22",6,3,53,5,-18,3
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-06-23",11,8,92,12,-18,2
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-06-24",3,7,33,6,-17,3
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-06-25",8,9,73,9,-17,2
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-06-26",3,10,65,8,-19,2
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-06-27",3,1,126,22,11,-7
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-06-28",15,9,59,18,18,-7
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-06-29",1,6,20,-2,-22,5
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-06-30",19,11,121,13,-19,1
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-07-01",9,6,98,2,-22,1
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-07-02",4,10,76,-4,-24,3
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-07-03",5,12,120,-2,-27,1
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-07-04",6,8,175,12,5,-9
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-07-05",27,14,160,12,6,-7
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-07-06",-17,-20,201,-31,-76,11
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-07-07",14,17,164,2,-29,1
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-07-08",7,6,121,-3,-28,2
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-07-09",9,9,144,-3,-28,2
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-07-10",2,7,145,-2,-29,0
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-07-11",-2,12,28,-12,-4,-2
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-07-12",33,17,145,20,14,-6
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-07-13",16,11,130,5,-27,2
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-07-14",21,11,187,6,-27,0
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-07-15",15,12,162,2,-26,1
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-07-16",11,15,111,-4,-27,3
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-07-17",9,14,137,0,-27,1
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-07-18",5,15,62,-2,-3,-4
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-07-19",31,18,109,14,10,-5
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-07-20",12,9,135,0,-29,2
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-07-21",17,12,168,-1,-29,2
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-07-22",16,10,186,1,-27,1
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-07-23",13,10,161,-1,-28,1
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-07-24",6,13,158,-1,-29,1
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-07-25",9,12,180,16,2,-8
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-07-26",27,20,125,16,9,-7
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-07-27",15,12,181,0,-32,2
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-07-28",9,9,184,-4,-33,2
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-07-29",15,12,187,-2,-32,2
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-07-30",9,10,176,-7,-33,2
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-07-31",4,11,188,-5,-34,1
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-08-01",2,10,186,10,0,-9
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-08-02",21,19,137,12,8,-8
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-08-03",5,10,69,-14,-34,6
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-08-04",10,13,92,-11,-33,6
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-08-05",14,11,182,-4,-32,3
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-08-06",12,10,196,-5,-33,2
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-08-07",2,9,201,-6,-34,0
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-08-08",2,10,200,8,-1,-9
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-08-09",15,18,127,11,8,-9
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-08-10",8,11,165,-6,-32,2
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-08-11",15,16,214,-4,-32,1
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-08-12",11,13,196,-4,-31,0
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-08-13",10,15,182,-6,-32,1
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-08-14",2,14,136,-6,-34,2
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-08-15",14,21,161,13,-3,-7
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-08-16",33,23,160,22,8,-9
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-08-17",14,15,NA,-2,-31,2
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-08-18",11,16,NA,-7,-30,4
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-08-19",15,14,NA,-2,-29,1
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-08-20",11,11,NA,-4,-31,0
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-08-21",2,8,NA,-5,-33,0
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-08-22",3,7,NA,12,0,-8
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-08-23",32,21,NA,19,10,-8
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-08-24",13,12,NA,-2,-28,2
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-08-25",18,15,NA,1,-26,1
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-08-26",12,11,NA,0,-25,1
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-08-27",11,14,NA,-1,-27,1
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-08-28",8,12,NA,-1,-27,0
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-08-29",9,11,NA,10,0,-6
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-08-30",24,18,NA,10,7,-5
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-08-31",14,17,NA,3,-24,4
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-09-01",6,20,NA,-4,-24,5
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-09-02",9,15,NA,7,-18,0
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-09-03",7,13,NA,4,-20,0
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-09-04",6,15,NA,7,-19,-2
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-09-05",13,10,NA,18,4,-6
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-09-06",13,20,NA,1,1,-3
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-09-07",6,13,NA,6,-21,1
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-09-08",11,19,NA,7,-20,0
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-09-09",8,13,NA,5,-17,-1
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-09-10",2,13,NA,3,-19,0
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-09-11",5,16,134,9,-19,-2
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-09-12",13,11,199,18,3,-7
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-09-13",27,17,132,17,6,-7
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-09-14",7,12,101,5,-15,0
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-09-15",12,19,125,3,-15,0
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-09-16",7,13,96,4,-15,0
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-09-17",2,12,75,2,-16,1
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-09-18",3,17,122,5,-16,0
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-09-19",11,12,179,18,3,-4
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-09-20",28,21,118,17,7,-4
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-09-21",5,13,89,8,-16,2
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-09-22",6,17,111,6,-15,1
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-09-23",-3,13,70,6,-12,2
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-09-24",-3,13,79,5,-13,2
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-09-25",-11,17,30,-7,-18,5
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-09-26",-6,17,48,-11,-2,2
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-09-27",24,39,96,0,0,-1
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-09-28",-61,-83,-9,-50,-80,25
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-09-29",-3,34,20,0,-12,3
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-09-30",-4,16,27,2,-10,3
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-10-01",-8,16,23,-1,-9,3
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-10-02",-7,19,54,3,-9,1
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-10-03",-3,10,100,8,7,-2
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-10-04",10,14,79,4,6,-2
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-10-05",-9,9,12,-7,-15,5
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-10-06",-3,16,58,-5,-14,3
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-10-07",-8,13,28,-7,-13,4
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-10-08",-9,15,33,-6,-14,4
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-10-09",-13,17,56,-8,-14,5
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-10-10",-17,12,77,-8,2,2
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-10-11",-14,14,16,-16,0,3
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-10-12",-19,9,-9,-21,-21,10
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-10-13",-16,10,-31,-27,-21,10
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-10-14",-43,7,-32,-34,-28,14
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-10-15",-37,14,10,-26,-28,13
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-10-16",-44,13,-25,-34,-29,15
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-10-17",-45,12,4,-28,-9,8
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-10-18",-40,7,26,-23,-12,6
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-10-19",-35,6,17,-26,-31,13
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-10-20",-36,10,30,-29,-32,13
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-10-21",-27,16,15,-25,-30,13
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-10-22",-53,0,20,-31,-33,15
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-10-23",-55,5,8,-34,-33,16
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-10-24",-62,1,27,-31,-13,8
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-10-25",-59,1,27,-30,-16,6
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-10-26",-48,4,14,-31,-38,15
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-10-27",-46,31,6,-34,-39,14
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-10-28",-74,-79,98,-49,-76,26
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-10-29",-56,8,-23,-42,-42,17
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-10-30",-59,4,-29,-45,-42,20
"CZ","Czechia","South Moravian Region","","","CZ_JM",NA,"2020-10-31",-60,13,23,-32,-13,8
