"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth"
"2020-03-23","IT","IT57",1525271,NA,NA,NA,NA,NA
"2020-03-24","IT","IT57",1525271,NA,NA,NA,NA,NA
"2020-03-25","IT","IT57",1525271,NA,NA,NA,NA,NA
"2020-03-26","IT","IT57",1525271,NA,NA,NA,NA,NA
"2020-03-27","IT","IT57",1525271,NA,NA,NA,NA,NA
"2020-03-28","IT","IT57",1525271,NA,NA,NA,NA,NA
"2020-03-29","IT","IT57",1525271,NA,NA,NA,NA,NA
"2020-03-30","IT","IT57",1525271,0,NA,NA,NA,0
"2020-03-31","IT","IT57",1525271,0,NA,NA,NA,0
"2020-04-01","IT","IT57",1525271,0,NA,NA,NA,0
"2020-04-02","IT","IT57",1525271,0,NA,NA,NA,0
"2020-04-03","IT","IT57",1525271,0,NA,NA,NA,0
"2020-04-04","IT","IT57",1525271,0,NA,NA,NA,0
"2020-04-05","IT","IT57",1525271,0,NA,NA,NA,0
"2020-04-06","IT","IT57",1525271,0,NA,NA,NA,0
"2020-04-07","IT","IT57",1525271,0,NA,NA,NA,0
"2020-04-08","IT","IT57",1525271,0,NA,NA,NA,0
"2020-04-09","IT","IT57",1525271,0,NA,NA,NA,0
"2020-04-10","IT","IT57",1525271,0,NA,NA,NA,0
"2020-04-11","IT","IT57",1525271,0,NA,NA,NA,0
"2020-04-12","IT","IT57",1525271,0,NA,NA,NA,0
"2020-04-13","IT","IT57",1525271,0,NA,NA,NA,0
"2020-04-14","IT","IT57",1525271,0,NA,NA,NA,0
"2020-04-15","IT","IT57",1525271,0,NA,NA,NA,0
"2020-04-16","IT","IT57",1525271,0,NA,NA,NA,0
"2020-04-17","IT","IT57",1525271,0,NA,NA,NA,0
"2020-04-18","IT","IT57",1525271,0,NA,NA,NA,0
"2020-04-19","IT","IT57",1525271,0,NA,NA,NA,0
"2020-04-20","IT","IT57",1525271,0,NA,NA,NA,0
