"date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_fatalities_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
"2020-03-22",0,0,0,0,0,0,0,0
"2020-03-23",0,0,0,0,0,0,0,0
"2020-03-24",0,0,0,0,0,0,0,0
"2020-03-25",0,0,0,0,0,0,0,0
"2020-03-26",0,0,0,0,0,0,0,0
"2020-03-27",0,0,0,0,0,0,0,0
"2020-03-28",0,0,0,0,0,0,0,0
"2020-03-29",0,0,0,0,0,0,0,0
"2020-03-30",0,0,0,0,0,0,0,0
"2020-03-31",0,0,0,0,0,0,0,0
"2020-04-01",0,0,0,0,0,0,0,0
"2020-04-02",0,0,0,0,0,0,0,0
"2020-04-03",0,0,0,0,0,0,0,0
"2020-04-04",0,0,0,0,0,0,0,0
"2020-04-05",0,0,0,0,0,0,0,0
"2020-04-06",0,0,0,0,0,0,0,0
"2020-04-07",0,0,0,0,0,0,0,0
"2020-04-08",0.00545454545454545,0,0,0,0.00545454545454545,0,0,0
"2020-04-09",0.00545454545454545,0,0,0,0.00545454545454545,0,0,0
"2020-04-10",0.00545454545454545,0,0,0,0.00545454545454545,0,0,0
"2020-04-11",0.00545454545454545,0,0,0,0.00545454545454545,0,0,0
"2020-04-12",0.00545454545454545,0,0,0,0.00545454545454545,0,0,0
"2020-04-13",0.00545454545454545,0,0,0,0.00545454545454545,0,0,0
"2020-04-14",0.00545454545454545,0,0,0,0.00545454545454545,0,0,0
"2020-04-15",0.00545454545454545,0,0,0,0.00545454545454545,0,0,0
"2020-04-16",0.00545454545454545,0,0,0,0.00545454545454545,0,0,0
"2020-04-17",0.00545454545454545,0,0,0,0.00545454545454545,0,0,0
"2020-04-18",0.00545454545454545,0,0,0,0.00545454545454545,0,0,0
"2020-04-19",0.00545454545454545,0,0,0,0.00545454545454545,0,0,0
"2020-04-20",0.00545454545454545,0,0,0,0.00545454545454545,0,0,0
"2020-04-21",0.00545454545454545,0,0,0,0.00545454545454545,0,0,0
"2020-04-22",0.00545454545454545,0,0,0,0.00545454545454545,0,0,0
"2020-04-23",0.00545454545454545,0,0,0,0.00545454545454545,0,0,0
"2020-04-24",0.00545454545454545,0,0,0,0.00545454545454545,0,0,0
"2020-04-25",0.00545454545454545,0,0,0,0.00545454545454545,0,0,0
"2020-04-26",0.00545454545454545,0,0,0,0.00545454545454545,0,0,0
"2020-04-27",0.00535714285714286,0,0,0,0.00535714285714286,0,0,0
"2020-04-28",0.00535714285714286,0,0,0,0.00535714285714286,0,0,0
"2020-04-29",0.00535714285714286,0,0,0,0.00535714285714286,0,0,0
"2020-04-30",0.00535714285714286,0,0,0,0.00535714285714286,0,0,0
"2020-05-01",0.00535714285714286,0,0,0,0.00535714285714286,0,0,0
"2020-05-02",0.00535714285714286,0,0,0,0.00535714285714286,0,0,0
"2020-05-03",0.00535714285714286,0,0,0,0.00542832167834131,0,0,0
"2020-05-04",0.00535714285714286,0,0,0,0.00542568542570551,0,0,0
"2020-05-05",0.00491803278688525,0,0,0,0.00540755497431542,0,0,0
"2020-05-06",0.00491803278688525,0,0,0,0.00539067489888651,0,0,0
"2020-05-07",0.00491803278688525,0,0,0,0.00537492016182022,0,0,0
