"date","countrycode","population","cases","deaths","cum_cases","cum_deaths","cases_infected","cases_daily","cases_contagious","cases_active","p_cum_cases","p_cum_deaths","p_cases_infected","p_cases_daily","p_cases_contagious","p_cases_active"
"2019/12/19","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/20","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/21","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/22","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/23","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/24","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/25","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/26","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/27","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/28","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/29","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/30","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/31","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/01","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/02","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/03","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/04","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/05","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/06","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/07","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/08","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/09","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/10","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/11","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/12","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/13","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/14","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/15","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/16","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/17","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/18","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/19","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/20","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/21","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/22","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/23","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/24","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/25","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/26","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/27","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/28","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/29","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/30","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/31","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/01","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/02","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/03","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/04","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/05","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/06","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/07","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/08","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/09","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/10","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/11","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/12","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/13","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/14","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/15","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/16","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/17","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/18","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/19","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/20","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/21","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/22","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/23","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/24","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/25","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/26","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/27","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/28","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/29","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/01","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/02","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/03","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/04","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/05","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/06","US_UT",2763885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/07","US_UT",2763885,1,0,1,0,0,0,0,0,3.61809554304901e-07,0,0,0,0,0
"2020/03/08","US_UT",2763885,0,0,1,0,0,0,0,0,3.61809554304901e-07,0,0,0,0,0
"2020/03/09","US_UT",2763885,0,0,1,0,72.463768115942,72.463768115942,72.463768115942,72.463768115942,3.61809554304901e-07,0,2.62180836452826e-05,2.62180836452826e-05,2.62180836452826e-05,2.62180836452826e-05
"2020/03/10","US_UT",2763885,1,0,2,0,72.463768115942,0,72.463768115942,72.463768115942,7.23619108609801e-07,0,2.62180836452826e-05,0,2.62180836452826e-05,2.62180836452826e-05
"2020/03/11","US_UT",2763885,1,0,3,0,72.463768115942,0,72.463768115942,72.463768115942,1.0854286629147e-06,0,2.62180836452826e-05,0,2.62180836452826e-05,2.62180836452826e-05
"2020/03/12","US_UT",2763885,0,0,3,0,72.463768115942,0,72.463768115942,72.463768115942,1.0854286629147e-06,0,2.62180836452826e-05,0,2.62180836452826e-05,2.62180836452826e-05
"2020/03/13","US_UT",2763885,6,0,9,0,72.463768115942,0,72.463768115942,72.463768115942,3.2562859887441e-06,0,2.62180836452826e-05,0,2.62180836452826e-05,2.62180836452826e-05
